ID,FARE
1,46.431
2,28.42
3,60.42
4,43.29666666666666
5,35.51
6,237.39133333333328
7,408.76
8,33.86
9,185.86517857142857
10,39.52
11,95.08
12,373.25277777777814
13,64.37
14,61.37
15,30.4
16,33.66987012987012
17,359.3246666666666
18,83.192
19,423.64
20,47.86
21,54.34071428571432
22,76.07857142857144
23,53.15166666666667
24,219.975
25,507.15
26,76.66024390243902
27,55.68
28,947.6536764705878
29,161.0766666666667
30,35.17307692307691
31,534.2955555555556
32,530.01
33,87.46
34,364.69499999999994
35,132.09
36,73.25
37,80.35
38,62.769999999999996
39,36.43
40,59.968874999999954
41,380.71
42,580.75
43,68.21
44,33.812
45,46.14
46,72.79692307692308
47,44.73
48,438.77
49,78.3
50,33.942
51,542.16
52,76.96
53,49.04
54,946.6243988269788
55,50.11
56,213.63720000000004
57,43.57
58,1204.8525
59,341.1181132075471
60,581.82
61,52.0
62,29.95
63,54.70000000000001
64,52.28
65,220.79
66,33.72
67,33.23
68,35.26
69,321.11230769230764
70,81.7473076923077
71,953.7029000000006
72,54.730000000000004
73,1233.1
74,314.94
75,73.705
76,30.869130434782598
77,43.45
78,78.42375000000001
79,45.0625
80,449.25
81,519.8786666666667
82,54.42
83,398.95
84,37.51
85,639.75
86,70.652
87,76.83
88,947.4679187817229
89,100.22
90,254.76518518518517
91,77.38727272727273
92,982.5733884297529
93,796.14
94,85.95
95,32.54060109289621
96,40.66
97,519.62
98,39.56887640449434
99,1048.4173484848486
100,764.25
101,561.3938888888889
102,903.435276872961
103,928.1440883634112
104,42.92
105,75.57
106,445.57
107,37.42692307692308
108,573.9
109,375.5
110,64.29
111,40.398000000000025
112,263.515
113,36.32
114,184.82411764705884
115,64.1325423728814
116,34.53134328358214
117,45.760000000000005
118,46.865
119,350.69
120,403.0
121,123.4
122,50.36000000000001
123,569.7054830287212
124,78.51916666666666
125,713.8299999999999
126,69.13
127,41.295
128,65.87625
129,451.2918181818182
130,71.69
131,447.96
132,205.18
133,906.11
134,241.41
135,37.06714285714285
136,522.33
137,66.25
138,75.44999999999999
139,518.27
140,64.64
141,539.1768421052633
142,49.6425
143,43.4
144,96.81399999999996
145,28.793043478260874
146,33.26
147,439.19
148,653.515
149,72.25
150,375.26666666666665
151,83.69
152,69.26
153,605.85
154,241.41
155,38.5
156,403.1
157,684.2
158,80.1188888888889
159,267.04800000000006
160,1041.48
161,95.08
162,69.26
163,32.61999999999999
164,34.7375
165,758.5442857142858
166,253.10411764705879
167,694.3757142857145
168,40.17
169,992.31
170,399.2
171,464.7916666666667
172,362.8
173,69.36
174,32.6
175,53.64
176,49.54256637168142
177,393.113448275862
178,947.2598994974879
179,41.87042857142859
180,30.423658536585364
181,714.01
182,59.769999999999996
183,63.38000000000001
184,80.38
185,48.0590909090909
186,493.02192307692314
187,503.4858333333331
188,498.0
189,302.318
190,341.2076923076923
191,32.95
192,695.1953846153847
193,93.41
194,30.339189189189195
195,986.4350649350645
196,47.100000000000016
197,41.13
198,341.9378313253012
199,44.08
200,159.94
201,43.39999999999999
202,77.58
203,239.13350877192994
204,38.050000000000004
205,38.219411764705875
206,50.36
207,56.75812500000002
208,527.4125675675676
209,67.51
210,33.85809523809523
211,1113.91
212,32.34314285714287
213,46.946666666666665
214,715.41
215,532.0
216,91.98249999999999
217,261.66
218,872.865609756098
219,54.48
220,494.91
221,35.23586592178773
222,38.26222222222222
223,548.054
224,35.32333333333333
225,656.8864705882352
226,65.88931034482758
227,45.4
228,753.0836585365848
229,58.1
230,80.35000000000001
231,353.52
232,470.64000000000004
233,246.92
234,990.9583211678829
235,302.91
236,32.68
237,52.23500000000001
238,47.599999999999994
239,45.907804878048765
240,266.38
241,64.50153846153847
242,398.774
243,33.79
244,32.364999999999995
245,74.3488888888889
246,569.93
247,196.86
248,33.01384615384614
249,63.77899999999998
250,284.41
251,45.43
252,900.14
253,369.12352941176465
254,39.26
255,427.1000000000001
256,27.399029126213577
257,768.22
258,489.17187499999994
259,64.98
260,34.88
261,239.4
262,57.67000000000001
263,76.4
264,39.541612903225804
265,436.56
266,40.11
267,54.20488372093024
268,51.386206896551705
269,397.35
270,717.14
271,45.07
272,40.751718750000016
273,53.72548387096772
274,37.41411764705883
275,34.49
276,995.38
277,37.14
278,49.89
279,528.8081818181817
280,76.66
281,53.7
282,932.28
283,218.445
284,911.95
285,76.71
286,64.365
287,53.86
288,299.36
289,435.3422222222223
290,53.52923076923077
291,233.15888888888887
292,601.635
293,683.0
294,44.17
295,789.21
296,152.0625
297,73.69
298,1163.834705882353
299,1070.1599999999999
